Temperature,Rainfall,Humidity,Pressure,RainToday,RainTomorrow
10.1,0,5.05,2.525,No,0
14.2,1,7.6,4.3,No,0
11.35,0,5.675,2.8375,No,0
14.15,0,7.075,3.5375,No,0
15.35,0.6,7.975,4.2875,No,1
11.5,28.4,19.95,24.175,Yes,1
11.5,8.2,9.85,9.025,Yes,1
10.9,5.8,8.35,7.075,Yes,0
10.6,0.8,5.7,3.25,No,0
11.7,0,5.85,2.925,No,0
14.65,0,7.325,3.6625,No,1
11.45,0,5.725,2.8625,No,0
14.25,0,7.125,3.5625,No,0
17.15,0,8.575,4.2875,No,0
12.3,0,6.15,3.075,No,0
14.45,0,7.225,3.6125,No,0
15.7,0,7.85,3.925,No,0
18.15,0,9.075,4.5375,No,0
19.6,0,9.8,4.9,No,0
23.2,0,11.6,5.8,No,1
16.25,12.2,14.225,13.2125,Yes,0
17.5,0,8.75,4.375,No,0
16.3,0,8.15,4.075,No,0
19.15,0,9.575,4.7875,No,1
14.75,0,7.375,3.6875,No,0
17.05,0,8.525,4.2625,No,0
16.8,0,8.4,4.2,No,0
15.8,0,7.9,3.95,No,0
17.35,0,8.675,4.3375,No,0
23.4,0,11.7,5.85,No,0
23.45,0,11.725,5.8625,No,1
18.35,34.8,26.575,30.6875,Yes,0
17.45,0,8.725,4.3625,No,0
19.75,0,9.875,4.9375,No,0
20.65,0,10.325,5.1625,No,0
19,0,9.5,4.75,No,0
20.15,0.2,10.175,5.1875,No,0
24.75,0,12.375,6.1875,No,0
20.1,0,10.05,5.025,No,0
17.3,2.6,9.95,6.275,Yes,0
17.2,0,8.6,4.3,No,0
18.4,0,9.2,4.6,No,1
20,44,32,38,Yes,1
21,14,17.5,15.75,Yes,0
21.75,0,10.875,5.4375,No,0
27.15,0,13.575,6.7875,No,1
20.4,16.6,18.5,17.55,Yes,1
15.05,2.8,8.925,5.8625,Yes,0
17.1,0,8.55,4.275,No,0
18.65,0,9.325,4.6625,No,0
16.3,0,8.15,4.075,No,0
16.05,0,8.025,4.0125,No,0
16.75,0,8.375,4.1875,No,0
19.6,0,9.8,4.9,No,0
21.35,0,10.675,5.3375,No,0
18,0,9,4.5,No,0
19.7,0,9.85,4.925,No,0
21.55,0,10.775,5.3875,No,0
22.35,0,11.175,5.5875,No,0
22.45,0,11.225,5.6125,No,1
23.25,3.6,13.425,8.5125,Yes,0
23.55,0,11.775,5.8875,No,0
23,0.6,11.8,6.2,No,0
23.25,0,11.625,5.8125,No,0
24.55,0,12.275,6.1375,No,1
22,5.2,13.6,9.4,Yes,1
23.2,9,16.1,12.55,Yes,0
22,0,11,5.5,No,0
22.3,0,11.15,5.575,No,0
21.75,0,10.875,5.4375,No,0
22.7,0,11.35,5.675,No,0
23.8,0,11.9,5.95,No,0
25.3,0,12.65,6.325,No,0
26.9,0,13.45,6.725,No,0
29.3,0,14.65,7.325,No,0
20.9,0,10.45,5.225,No,0
22.6,5.6,14.1,9.85,Yes,1
15.75,0.4,8.075,4.2375,No,1
15.6,1.2,8.4,4.8,Yes,0
19.1,0,9.55,4.775,No,0
23.05,0,11.525,5.7625,No,0
24.05,0,12.025,6.0125,No,0
26.15,0,13.075,6.5375,No,0
26.95,0.4,13.675,7.0375,No,0
26.95,0,13.475,6.7375,No,0
23.05,0,11.525,5.7625,No,0
24.55,0,12.275,6.1375,No,0
26.65,0,13.325,6.6625,No,0
27.2,0,13.6,6.8,No,0
28,0,14,7,No,1
24.95,26.8,25.875,26.3375,Yes,1
21.7,0,10.85,5.425,No,0
22.3,0,11.15,5.575,No,0
23.4,0,11.7,5.85,No,0
24,0,12,6,No,0
24.75,0,12.375,6.1875,No,1
18.35,1.4,9.875,5.6375,Yes,0
20.45,0,10.225,5.1125,No,0
19.7,0,9.85,4.925,No,1
20.7,3.2,11.95,7.575,Yes,0
21.6,0,10.8,5.4,No,0
23.45,0,11.725,5.8625,No,0
24.45,0,12.225,6.1125,No,0
23.55,0,11.775,5.8875,No,0
23.8,0,11.9,5.95,No,0
18.75,0,9.375,4.6875,No,1
22.5,0,11.25,5.625,No,0
23.05,0,11.525,5.7625,No,0
24.35,0,12.175,6.0875,No,0
25.65,0,12.825,6.4125,No,1
21.55,1.4,11.475,6.4375,Yes,1
23.25,10.6,16.925,13.7625,Yes,1
22.7,38.4,30.55,34.475,Yes,0
19,104.2,61.6,82.9,Yes,1
18.45,0,9.225,4.6125,No,0
19.3,0,9.65,4.825,No,0
19.6,0,9.8,4.9,No,0
19.6,0.4,10,5.2,No,0
18.35,0,9.175,4.5875,No,0
17.9,0,8.95,4.475,No,0
20.45,0,10.225,5.1125,No,0
21.8,0,10.9,5.45,No,0
22.4,0,11.2,5.6,No,1
19.8,19.2,19.5,19.35,Yes,1
18.5,17.4,17.95,17.675,Yes,0
17.95,0,8.975,4.4875,No,0
18.95,0,9.475,4.7375,No,0
22.1,0,11.05,5.525,No,0
15.15,0,7.575,3.7875,No,0
14.65,0,7.325,3.6625,No,0
13.6,0,6.8,3.4,No,0
15.35,0,7.675,3.8375,No,0
16.3,0,8.15,4.075,No,0
18.45,0,9.225,4.6125,No,1
17.4,1.4,9.4,5.4,Yes,0
18.9,0,9.45,4.725,No,0
19.45,0,9.725,4.8625,No,0
18.5,0,9.25,4.625,No,0
20.6,0,10.3,5.15,No,0
21.55,0,10.775,5.3875,No,0
12.25,0,6.125,3.0625,No,0
11.8,0,5.9,2.95,No,0
9.25,0,4.625,2.3125,No,0
11.55,0,5.775,2.8875,No,0
13,0,6.5,3.25,No,0
13.75,0,6.875,3.4375,No,0
13.25,0,6.625,3.3125,No,0
17.4,0,8.7,4.35,No,0
17.4,0,8.7,4.35,No,0
19.95,0,9.975,4.9875,No,0
19.15,0.8,9.975,5.3875,No,1
18.3,0,9.15,4.575,No,1
18.5,1.4,9.95,5.675,Yes,1
17.35,8.2,12.775,10.4875,Yes,0
12.1,0.8,6.45,3.625,No,0
12.55,0,6.275,3.1375,No,0
12.5,0,6.25,3.125,No,0
13.75,0,6.875,3.4375,No,0
8.35,1.6,4.975,3.2875,Yes,0
9.35,0,4.675,2.3375,No,0
9.25,0,4.625,2.3125,No,0
14.45,0.4,7.425,3.9125,No,0
12.85,0,6.425,3.2125,No,0
10.6,0,5.3,2.65,No,0
7.55,0,3.775,1.8875,No,0
8.95,0,4.475,2.2375,No,0
10.1,0,5.05,2.525,No,0
8.8,0,4.4,2.2,No,0
9.55,0,4.775,2.3875,No,0
7.95,0,3.975,1.9875,No,0
8.75,0,4.375,2.1875,No,0
12.05,0,6.025,3.0125,No,0
7.45,29.4,18.425,23.9125,Yes,1
9.95,6,7.975,6.9875,Yes,0
10.55,0.4,5.475,2.9375,No,0
8.9,0.2,4.55,2.375,No,0
9.55,0,4.775,2.3875,No,0
10.15,0,5.075,2.5375,No,0
8.6,0,4.3,2.15,No,0
9.9,0,4.95,2.475,No,0
8.4,0,4.2,2.1,No,1
9.65,0,4.825,2.4125,No,1
11.1,6,8.55,7.275,Yes,0
7.2,0,3.6,1.8,No,0
6.55,0.2,3.375,1.7875,No,0
7.4,0,3.7,1.85,No,0
7.9,0,3.95,1.975,No,0
8.4,0.2,4.3,2.25,No,0
9.5,0,4.75,2.375,No,0
11.45,0,5.725,2.8625,No,0
5.85,0,2.925,1.4625,No,0
8,0,4,2,No,0
7,0,3.5,1.75,No,1
9.9,2.8,6.35,4.575,Yes,0
8.4,0.6,4.5,2.55,No,1
8.6,5.2,6.9,6.05,Yes,0
5.75,0.4,3.075,1.7375,No,1
8.2,1.4,4.8,3.1,Yes,0
8.35,1,4.675,2.8375,No,0
7.75,0,3.875,1.9375,No,0
6.75,0,3.375,1.6875,No,1
9.35,4.6,6.975,5.7875,Yes,0
6.45,0,3.225,1.6125,No,0
6.85,0.2,3.525,1.8625,No,0
6.6,0.2,3.4,1.8,No,0
5.45,0,2.725,1.3625,No,0
6.05,0.2,3.125,1.6625,No,0
7.65,0,3.825,1.9125,No,1
11.5,27.2,19.35,23.275,Yes,0
12.15,14.2,13.175,13.6875,Yes,1
8.85,9.4,9.125,9.2625,Yes,1
11.5,0,5.75,2.875,No,0
5.95,0.6,3.275,1.9375,No,0
7.85,0.2,4.025,2.1125,No,0
8,0,4,2,No,0
7,0,3.5,1.75,No,0
8.75,0,4.375,2.1875,No,1
10.9,2.4,6.65,4.525,Yes,1
8.65,4,6.325,5.1625,Yes,1
6.25,0,3.125,1.5625,No,0
5.15,0,2.575,1.2875,No,0
8.7,0,4.35,2.175,No,0
8.2,0,4.1,2.05,No,1
9.8,2,5.9,3.95,Yes,1
8,1.4,4.7,3.05,Yes,0
8,0,4,2,No,0
7.9,0,3.95,1.975,No,1
8.75,11.2,9.975,10.5875,Yes,0
7.45,1,4.225,2.6125,No,0
7.95,0,3.975,1.9875,No,0
7.65,0,3.825,1.9125,No,0
8.95,0,4.475,2.2375,No,1
7.55,1.2,4.375,2.7875,Yes,0
10.45,0.6,5.525,3.0625,No,1
9.05,13.4,11.225,12.3125,Yes,1
8.95,6.6,7.775,7.1875,Yes,0
6.95,0,3.475,1.7375,No,0
10.9,1,5.95,3.475,No,1
8.35,9.4,8.875,9.1375,Yes,1
8.4,2,5.2,3.6,Yes,0
10.6,0.8,5.7,3.25,No,0
9.5,0.6,5.05,2.825,No,0
8.4,1,4.7,2.85,No,0
9.65,0,4.825,2.4125,No,0
12.4,0,6.2,3.1,No,0
10.3,2.6,6.45,4.525,Yes,1
11.35,3.4,7.375,5.3875,Yes,0
12.05,0,6.025,3.0125,No,0
11.3,0,5.65,2.825,No,0
12.3,1.6,6.95,4.275,Yes,0
7.25,0,3.625,1.8125,No,0
9.95,0,4.975,2.4875,No,0
16.25,0.4,8.325,4.3625,No,0
15.65,0,7.825,3.9125,No,0
12.5,0.2,6.35,3.275,No,0
12.45,0,6.225,3.1125,No,0
9.25,0,4.625,2.3125,No,0
12.25,0,6.125,3.0625,No,0
11.05,4.2,7.625,5.9125,Yes,0
10.45,0,5.225,2.6125,No,0
13.4,0,6.7,3.35,No,0
17.15,0,8.575,4.2875,No,0
9.9,33.4,21.65,27.525,Yes,0
10.15,0,5.075,2.5375,No,0
10.9,0,5.45,2.725,No,0
12.85,0,6.425,3.2125,No,0
16.05,0,8.025,4.0125,No,0
13.85,0,6.925,3.4625,No,1
12.1,2.2,7.15,4.675,Yes,0
14.05,0,7.025,3.5125,No,0
17.85,0,8.925,4.4625,No,0
14.3,0,7.15,3.575,No,0
12.4,0,6.2,3.1,No,0
14.5,0,7.25,3.625,No,0
14.95,0,7.475,3.7375,No,0
19.9,0,9.95,4.975,No,0
21,0,10.5,5.25,No,0
18.95,0,9.475,4.7375,No,0
16.85,0,8.425,4.2125,No,0
19.45,0,9.725,4.8625,No,0
23.75,0.4,12.075,6.2375,No,1
19.2,10.6,14.9,12.75,Yes,1
21.1,24.6,22.85,23.725,Yes,1
14.7,0,7.35,3.675,No,0
16.4,0,8.2,4.1,No,0
20.45,0,10.225,5.1125,No,0
16.85,0,8.425,4.2125,No,0
17.25,0,8.625,4.3125,No,0
18.1,0,9.05,4.525,No,0
18.6,0,9.3,4.65,No,0
14.3,0,7.15,3.575,No,0
15.55,0,7.775,3.8875,No,0
19.15,0,9.575,4.7875,No,0
20.05,0,10.025,5.0125,No,0
22.55,0,11.275,5.6375,No,0
24.25,0,12.125,6.0625,No,0
22,0.2,11.1,5.65,No,0
27.6,0,13.8,6.9,No,0
28.7,0,14.35,7.175,No,0
23.7,0,11.85,5.925,No,0
26.35,0,13.175,6.5875,No,0
29.65,0,14.825,7.4125,No,0
31.6,0,15.8,7.9,No,1
31.45,12.6,22.025,17.3125,Yes,0
31.15,0,15.575,7.7875,No,0
30.55,0,15.275,7.6375,No,0
19.2,0,9.6,4.8,No,0
21.7,0,10.85,5.425,No,0
20.2,0,10.1,5.05,No,1
18,3.2,10.6,6.9,Yes,0
21.3,0,10.65,5.325,No,0
24.85,0,12.425,6.2125,No,0
25.15,0.8,12.975,6.8875,No,0
25.5,0,12.75,6.375,No,0
28,0,14,7,No,0
26.55,0.2,13.375,6.7875,No,0
24.85,0,12.425,6.2125,No,0
26.45,0,13.225,6.6125,No,0
29.05,0,14.525,7.2625,No,0
24.1,0,12.05,6.025,No,0
26.55,0,13.275,6.6375,No,0
26.25,0,13.125,6.5625,No,0
19.9,0,9.95,4.975,No,0
22.7,0,11.35,5.675,No,0
21.75,0.4,11.075,5.7375,No,0
21.9,0,10.95,5.475,No,0
21.9,0,10.95,5.475,No,0
22.2,0,11.1,5.55,No,0
22.85,0,11.425,5.7125,No,0
26.4,0,13.2,6.6,No,0
27.4,0,13.7,6.85,No,0
27.9,0,13.95,6.975,No,0
25.8,0,12.9,6.45,No,0
19.75,0,9.875,4.9375,No,0
15.6,0,7.8,3.9,No,0
17.7,0,8.85,4.425,No,0
19.25,0,9.625,4.8125,No,1
17.55,2.6,10.075,6.3375,Yes,1
16.7,17.4,17.05,17.225,Yes,0
16.6,0,8.3,4.15,No,0
19,0,9.5,4.75,No,0
23.1,0,11.55,5.775,No,0
24.45,0,12.225,6.1125,No,1
20.25,10.4,15.325,12.8625,Yes,1
16.95,0,8.475,4.2375,No,0
15.65,0,7.825,3.9125,No,0
18.35,0,9.175,4.5875,No,0
18.75,0,9.375,4.6875,No,0
18.7,0,9.35,4.675,No,0
18.95,0,9.475,4.7375,No,0
19.8,0,9.9,4.95,No,0
18.55,0,9.275,4.6375,No,0
19.05,0.8,9.925,5.3625,No,0
16.25,0,8.125,4.0625,No,0
11.45,0,5.725,2.8625,No,0
11.45,0,5.725,2.8625,No,0
12.6,7,9.8,8.4,Yes,1
13.1,0,6.55,3.275,No,0
17.2,0,8.6,4.3,No,0
11.85,0.2,6.025,3.1125,No,1
14.5,2.6,8.55,5.575,Yes,0
13.6,0.2,6.9,3.55,No,0
10.55,0,5.275,2.6375,No,0
11.15,0,5.575,2.7875,No,0
13.15,0.4,6.775,3.5875,No,0
10.55,0,5.275,2.6375,No,0
14.55,0,7.275,3.6375,No,0
14.6,0,7.3,3.65,No,1
6.75,4.6,5.675,5.1375,Yes,1
9.9,7.4,8.65,8.025,Yes,1
11.55,1.4,6.475,3.9375,Yes,1
9.2,1.6,5.4,3.5,Yes,0
7.25,0,3.625,1.8125,No,0
7.8,0.2,4,2.1,No,1
8.75,1.4,5.075,3.2375,Yes,0
10.1,1,5.55,3.275,No,0
11.3,0,5.65,2.825,No,0
9.4,0,4.7,2.35,No,0
8.85,0,4.425,2.2125,No,0
10.35,0.2,5.275,2.7375,No,0
11.75,0,5.875,2.9375,No,0
11.5,0.6,6.05,3.325,No,1
14.4,16,15.2,15.6,Yes,1
12.85,19.4,16.125,17.7625,Yes,1
14.35,53.4,33.875,43.6375,Yes,0
7.45,0.2,3.825,2.0125,No,0
8.55,0,4.275,2.1375,No,0
8.15,1,4.575,2.7875,No,0
7.2,0.2,3.7,1.95,No,0
9.5,0,4.75,2.375,No,1
8.25,3.6,5.925,4.7625,Yes,0
7.05,0,3.525,1.7625,No,0
6.35,0.2,3.275,1.7375,No,0
6.3,0,3.15,1.575,No,0
6.85,0,3.425,1.7125,No,0
8.85,0,4.425,2.2125,No,0
9,0,4.5,2.25,No,0
11.35,0,5.675,2.8375,No,0
7.45,0,3.725,1.8625,No,0
8.95,0,4.475,2.2375,No,0
10.3,0,5.15,2.575,No,1
9.05,1.6,5.325,3.4625,Yes,1
6.05,0,3.025,1.5125,No,0
9.05,0.2,4.625,2.4125,No,0
8.65,0,4.325,2.1625,No,0
9.9,0,4.95,2.475,No,1
14.55,2,8.275,5.1375,Yes,0
15.4,33.6,24.5,29.05,Yes,1
10.1,4.4,7.25,5.825,Yes,1
7.85,7.2,7.525,7.3625,Yes,0
8.05,0,4.025,2.0125,No,0
8.3,0,4.15,2.075,No,0
6.05,0,3.025,1.5125,No,0
8.15,0,4.075,2.0375,No,0
7.1,0,3.55,1.775,No,0
9.55,0.2,4.875,2.5375,No,1
11.95,5,8.475,6.7375,Yes,0
9.45,0.2,4.825,2.5125,No,0
8.55,0,4.275,2.1375,No,0
11.45,0,5.725,2.8625,No,1
9.7,1,5.35,3.175,No,1
10.35,1.6,5.975,3.7875,Yes,1
10.8,2.8,6.8,4.8,Yes,0
10.9,8.2,9.55,8.875,Yes,0
6.9,0,3.45,1.725,No,1
11.15,2.8,6.975,4.8875,Yes,0
9.25,0,4.625,2.3125,No,1
10.35,17.2,13.775,15.4875,Yes,1
9.55,1.2,5.375,3.2875,Yes,0
12.9,0,6.45,3.225,No,1
7.95,6.6,7.275,6.9375,Yes,0
10.4,3.8,7.1,5.45,Yes,0
11.5,0.6,6.05,3.325,No,1
8.95,6,7.475,6.7375,Yes,1
10.5,4.2,7.35,5.775,Yes,0
12.15,0,6.075,3.0375,No,0
13.3,0,6.65,3.325,No,0
12.95,0.4,6.675,3.5375,No,0
13.1,0,6.55,3.275,No,1
14.35,3.6,8.975,6.2875,Yes,0
13.75,0,6.875,3.4375,No,0
15.65,0,7.825,3.9125,No,0
17.25,0,8.625,4.3125,No,0
17.25,0,8.625,4.3125,No,0
14.95,0,7.475,3.7375,No,0
11.8,0.2,6,3.1,No,0
15.65,0,7.825,3.9125,No,0
11.1,0.4,5.75,3.075,No,0
10.65,3.2,6.925,5.0625,Yes,1
14.6,37.4,26,31.7,Yes,0
14.95,0.2,7.575,3.8875,No,1
10.85,1.2,6.025,3.6125,Yes,1
11.1,2,6.55,4.275,Yes,0
11.4,0.4,5.9,3.15,No,0
13.1,0.2,6.65,3.425,No,0
17.3,0.2,8.75,4.475,No,0
13.5,0.8,7.15,3.975,No,1
12.15,0,6.075,3.0375,No,0
16.7,0,8.35,4.175,No,1
16.5,1.6,9.05,5.325,Yes,1
11.7,4,7.85,5.925,Yes,0
13.6,0,6.8,3.4,No,0
14.55,0,7.275,3.6375,No,0
12.5,0,6.25,3.125,No,0
14.15,0,7.075,3.5375,No,0
15.75,0,7.875,3.9375,No,1
11.3,0,5.65,2.825,No,0
14.65,0,7.325,3.6625,No,0
14.45,0,7.225,3.6125,No,0
9.85,0,4.925,2.4625,No,0
18.55,0,9.275,4.6375,No,0
21.1,2.8,11.95,7.375,Yes,1
12.2,0.4,6.3,3.35,No,0
9.8,0,4.9,2.45,No,0
12.35,0,6.175,3.0875,No,0
13.3,0,6.65,3.325,No,0
17.6,0,8.8,4.4,No,0
14.75,0,7.375,3.6875,No,0
17.75,0,8.875,4.4375,No,0
18.25,0,9.125,4.5625,No,0
15.6,0,7.8,3.9,No,0
11.7,0,5.85,2.925,No,0
15.95,0,7.975,3.9875,No,0
21.6,0,10.8,5.4,No,0
15.6,0,7.8,3.9,No,0
13.85,5.8,9.825,7.8125,Yes,1
15.35,4.4,9.875,7.1375,Yes,0
13.65,0.4,7.025,3.7125,No,0
14.85,0,7.425,3.7125,No,0
15.1,0,7.55,3.775,No,0
19.2,0,9.6,4.8,No,0
18.15,0,9.075,4.5375,No,0
18.95,0,9.475,4.7375,No,0
20.65,0,10.325,5.1625,No,0
22.5,0,11.25,5.625,No,0
22,0,11,5.5,No,0
18.85,0,9.425,4.7125,No,0
15.9,0,7.95,3.975,No,0
19.1,0,9.55,4.775,No,0
18.95,0,9.475,4.7375,No,0
21.55,0,10.775,5.3875,No,0
24.8,0,12.4,6.2,No,0
19.35,0,9.675,4.8375,No,0
25,0,12.5,6.25,No,0
26.1,0,13.05,6.525,No,0
22.6,0,11.3,5.65,No,1
13.1,3.2,8.15,5.675,Yes,0
21.15,0,10.575,5.2875,No,0
17.25,0,8.625,4.3125,No,0
21.95,0,10.975,5.4875,No,0
21.95,0,10.975,5.4875,No,0
25.45,0,12.725,6.3625,No,0
28.2,0,14.1,7.05,No,0
31.45,0.2,15.825,8.0125,No,0
30.8,0,15.4,7.7,No,1
21.1,5.2,13.15,9.175,Yes,1
20.35,13,16.675,14.8375,Yes,0
22.4,0,11.2,5.6,No,0
23.25,1.4,12.325,6.8625,Yes,0
25.75,0,12.875,6.4375,No,0
23.5,0,11.75,5.875,No,0
22.2,0,11.1,5.55,No,0
24.75,0.2,12.475,6.3375,No,0
18.9,0,9.45,4.725,No,0
17.9,0,8.95,4.475,No,0
22.3,0,11.15,5.575,No,0
24,1.4,12.7,7.05,Yes,0
26.5,0,13.25,6.625,No,0
28.85,0,14.425,7.2125,No,0
28.05,0,14.025,7.0125,No,0
29.9,0,14.95,7.475,No,0
31.4,0,15.7,7.85,No,0
33.3,0,16.65,8.325,No,0
31.6,0,15.8,7.9,No,0
29.6,0,14.8,7.4,No,0
26.6,0,13.3,6.65,No,0
25.55,0,12.775,6.3875,No,0
24.55,0,12.275,6.1375,No,0
19.6,31,25.3,28.15,Yes,0
20.9,0,10.45,5.225,No,0
23.75,0,11.875,5.9375,No,0
26.5,0,13.25,6.625,No,0
29.7,0,14.85,7.425,No,0
32.4,0,16.2,8.1,No,0
30.5,0,15.25,7.625,No,1
26.45,1.2,13.825,7.5125,Yes,0
23.8,0,11.9,5.95,No,0
26.75,0,13.375,6.6875,No,0
25.4,0,12.7,6.35,No,0
26.5,0,13.25,6.625,No,0
25.95,0,12.975,6.4875,No,1
21.15,21.8,21.475,21.6375,Yes,1
25.7,7,16.35,11.675,Yes,0
21.45,0,10.725,5.3625,No,0
24.35,0,12.175,6.0875,No,0
17.6,0,8.8,4.4,No,0
20.2,0,10.1,5.05,No,0
23.75,0,11.875,5.9375,No,0
24.45,0,12.225,6.1125,No,0
20.7,0,10.35,5.175,No,0
22.05,0,11.025,5.5125,No,1
24.1,0,12.05,6.025,No,0
24.05,0,12.025,6.0125,No,0
25.6,0.2,12.9,6.55,No,0
24.35,0.2,12.275,6.2375,No,0
19.65,0,9.825,4.9125,No,0
22.9,0,11.45,5.725,No,0
24.7,0,12.35,6.175,No,0
20.6,0,10.3,5.15,No,0
16.5,2.6,9.55,6.075,Yes,0
20.3,0,10.15,5.075,No,0
19.7,0,9.85,4.925,No,0
23.4,0,11.7,5.85,No,1
19.75,4.4,12.075,8.2375,Yes,0
15.9,0,7.95,3.975,No,0
18.15,0,9.075,4.5375,No,1
21.8,16.6,19.2,17.9,Yes,0
20.65,0,10.325,5.1625,No,0
16.75,0.4,8.575,4.4875,No,1
19.15,9.2,14.175,11.6875,Yes,0
19.6,1.6,10.6,6.1,Yes,1
18.9,16.8,17.85,17.325,Yes,0
18.35,0,9.175,4.5875,No,0
18.85,0,9.425,4.7125,No,0
18.7,0,9.35,4.675,No,1
17,5,11,8,Yes,1
16.65,12.4,14.525,13.4625,Yes,1
17.35,0.4,8.875,4.6375,No,0
18,0,9,4.5,No,0
15.3,0,7.65,3.825,No,0
15.25,0,7.625,3.8125,No,0
14.7,0,7.35,3.675,No,0
10.1,0,5.05,2.525,No,0
10.7,0,5.35,2.675,No,0
15.2,0,7.6,3.8,No,1
15.05,0,7.525,3.7625,No,0
16.95,0,8.475,4.2375,No,0
13.2,0,6.6,3.3,No,0
15.35,0,7.675,3.8375,No,0
16.5,0,8.25,4.125,No,1
14.3,15,14.65,14.825,Yes,0
11.4,0,5.7,2.85,No,0
9.8,0,4.9,2.45,No,1
10.2,3.8,7,5.4,Yes,0
12.05,0,6.025,3.0125,No,0
9.75,0,4.875,2.4375,No,0
9.45,0,4.725,2.3625,No,0
11.4,2.6,7,4.8,Yes,1
13.05,11.4,12.225,11.8125,Yes,0
12.7,0,6.35,3.175,No,0
11.5,0.2,5.85,3.025,No,0
11.85,0,5.925,2.9625,No,0
13.95,0,6.975,3.4875,No,0
13.7,0,6.85,3.425,No,1
15.3,4.2,9.75,6.975,Yes,0
14.85,0,7.425,3.7125,No,0
14.25,0.2,7.225,3.7125,No,1
15.05,1.4,8.225,4.8125,Yes,0
13.25,0,6.625,3.3125,No,0
14.95,0.6,7.775,4.1875,No,1
12.3,36.4,24.35,30.375,Yes,0
12.6,0,6.3,3.15,No,0
12,8.2,10.1,9.15,Yes,1
12.95,2.2,7.575,4.8875,Yes,0
10.35,0.2,5.275,2.7375,No,0
9.3,0,4.65,2.325,No,0
9.65,0,4.825,2.4125,No,0
8.3,0,4.15,2.075,No,0
10.2,0,5.1,2.55,No,1
10.05,3.6,6.825,5.2125,Yes,1
11.7,17.4,14.55,15.975,Yes,0
6.7,0,3.35,1.675,No,1
9.75,6.8,8.275,7.5375,Yes,0
7.75,0,3.875,1.9375,No,0
8.3,0,4.15,2.075,No,0
9.85,0,4.925,2.4625,No,0
11,0.4,5.7,3.05,No,0
9,0.2,4.6,2.4,No,0
9,0,4.5,2.25,No,1
9.5,7.6,8.55,8.075,Yes,1
11.9,1.4,6.65,4.025,Yes,0
11.4,0.4,5.9,3.15,No,1
10.7,1.4,6.05,3.725,Yes,1
8.55,5,6.775,5.8875,Yes,1
6.05,1.2,3.625,2.4125,Yes,0
8.85,0,4.425,2.2125,No,0
9.3,0,4.65,2.325,No,0
8.75,0.2,4.475,2.3375,No,1
7.6,1.8,4.7,3.25,Yes,0
8.4,0,4.2,2.1,No,0
9.7,0,4.85,2.425,No,1
8.3,3.8,6.05,4.925,Yes,1
8.6,9.8,9.2,9.5,Yes,0
9.85,4.4,7.125,5.7625,Yes,0
5.65,0,2.825,1.4125,No,0
5.85,0.2,3.025,1.6125,No,0
7.4,0.2,3.8,2,No,1
8.3,6.6,7.45,7.025,Yes,0
6.7,0,3.35,1.675,No,0
6.25,0.2,3.225,1.7125,No,0
6.55,0,3.275,1.6375,No,0
6.7,0,3.35,1.675,No,1
10,1.8,5.9,3.85,Yes,0
9.7,0,4.85,2.425,No,0
9.95,0,4.975,2.4875,No,0
11.65,0,5.825,2.9125,No,0
14.3,0.4,7.35,3.875,No,0
5.2,2.2,3.7,2.95,Yes,0
5.5,0.2,2.85,1.525,No,0
6.1,0,3.05,1.525,No,0
9.1,0,4.55,2.275,No,0
7.9,0,3.95,1.975,No,0
6.55,0,3.275,1.6375,No,0
7.75,0,3.875,1.9375,No,0
8.65,0,4.325,2.1625,No,0
8.1,0,4.05,2.025,No,0
9.1,0,4.55,2.275,No,1
12.95,6.6,9.775,8.1875,Yes,0
11.35,0,5.675,2.8375,No,0
9.15,0,4.575,2.2875,No,0
9.9,0,4.95,2.475,No,0
11.35,0,5.675,2.8375,No,0
10.8,0,5.4,2.7,No,0
9.65,0,4.825,2.4125,No,0
12.45,0,6.225,3.1125,No,0
11.3,0,5.65,2.825,No,0
10.5,0,5.25,2.625,No,0
11.2,0,5.6,2.8,No,0
12.55,0,6.275,3.1375,No,0
11.1,1,6.05,3.525,No,0
7.4,0.6,4,2.3,No,0
8.25,0,4.125,2.0625,No,0
10.15,0,5.075,2.5375,No,0
12,0,6,3,No,0
12.1,12.4,12.25,12.325,Yes,0
13.95,0,6.975,3.4875,No,0
11.45,0.2,5.825,3.0125,No,0
9.4,0,4.7,2.35,No,0
8.85,0,4.425,2.2125,No,0
10.9,0,5.45,2.725,No,0
17.25,41,29.125,35.0625,Yes,0
12.3,0.6,6.45,3.525,No,0
12.95,0,6.475,3.2375,No,0
15.7,0,7.85,3.925,No,0
16.6,0,8.3,4.15,No,0
15.8,0,7.9,3.95,No,0
14.65,0,7.325,3.6625,No,0
15.15,9.6,12.375,10.9875,Yes,0
13.6,0,6.8,3.4,No,0
17.25,0,8.625,4.3125,No,0
17.05,3.4,10.225,6.8125,Yes,1
11.2,0.2,5.7,2.95,No,0
11.4,0.2,5.8,3,No,0
12.7,0,6.35,3.175,No,0
14.2,0,7.1,3.55,No,0
17.5,0,8.75,4.375,No,0
18.8,0,9.4,4.7,No,0
17.9,0,8.95,4.475,No,0
19.9,0,9.95,4.975,No,0
20.45,0,10.225,5.1125,No,0
18.15,0.2,9.175,4.6875,No,0
18.95,1.8,10.375,6.0875,Yes,0
18.45,0,9.225,4.6125,No,1
